date,politician,mentions
2022-05-05,Свириденко Юлія,2
2022-05-05,Кім Віталій,1
2022-05-05,Береза Борислав,1
2022-05-06,Гетманцев Данило,2
2022-05-06,Арестович Олексій,9
2022-05-06,Зеленський Володимир,22
2022-05-06,Тимошенко Юлія,1
2022-05-06,Верещук Ірина,2
2022-05-06,Гордон Дмитро,1
2022-05-06,Свириденко Юлія,1
2022-05-06,Вілкул Олександр,1
2022-05-06,Подоляк Михайло,2
2022-05-06,Кличко Віталій,1
2022-05-06,Кулеба Дмитро,1
2022-05-07,Верещук Ірина,4
2022-05-07,Зеленський Володимир,10
2022-05-07,Подоляк Михайло,4
2022-05-07,Арестович Олексій,8
2022-05-07,Кличко Віталій,2
2022-05-07,Берлінська Марія,2
2022-05-08,Арестович Олексій,10
2022-05-08,Зеленський Володимир,27
2022-05-08,Кулеба Дмитро,1
2022-05-08,Карась Євген,1
2022-05-08,Верещук Ірина,1
2022-05-09,Зеленський Володимир,22
2022-05-09,Арестович Олексій,7
2022-05-09,Кім Віталій,1
2022-05-09,Тимошенко Юлія,2
2022-05-09,Берлінська Марія,1
2022-05-09,Порошенко Петро,5
2022-05-09,Подоляк Михайло,1
2022-05-10,Зеленський Володимир,18
2022-05-10,Арестович Олексій,5
2022-05-10,Кулеба Дмитро,6
2022-05-10,Верещук Ірина,4
2022-05-10,Свириденко Юлія,1
2022-05-10,Кличко Віталій,1
2022-05-11,Арестович Олексій,6
2022-05-11,Зеленський Володимир,11
2022-05-11,Верещук Ірина,2
2022-05-11,Свириденко Юлія,1
2022-05-11,Порошенко Петро,3
2022-05-11,Прокопенко Денис,1
2022-05-11,Гетманцев Данило,1
2022-05-12,Порошенко Петро,5
2022-05-12,Зеленський Володимир,13
2022-05-12,Тимошенко Юлія,1
2022-05-12,Железняк Ярослав,2
2022-05-12,Арестович Олексій,6
2022-05-12,Свириденко Юлія,1
2022-05-12,Верещук Ірина,2
2022-05-12,Подоляк Михайло,2
2022-05-12,Арахамія Давид,1
2022-05-12,Безугла Мар'яна,1
2022-05-12,Гетманцев Данило,1
2022-05-13,Зеленський Володимир,28
2022-05-13,Буданов Кирило,12
2022-05-13,Арестович Олексій,6
2022-05-13,Верещук Ірина,6
2022-05-13,Подоляк Михайло,3
2022-05-13,Тимошенко Юлія,2
2022-05-13,Порошенко Петро,3
2022-05-13,Кличко Віталій,1
2022-05-14,Кім Віталій,2
2022-05-14,Арестович Олексій,12
2022-05-14,Зеленський Володимир,17
2022-05-14,Залужний Валерій,3
2022-05-14,Подоляк Михайло,1
2022-05-14,Свириденко Юлія,2
2022-05-14,Кличко Віталій,1
2022-05-14,Притула Сергій,6
2022-05-15,Зеленський Володимир,10
2022-05-15,Арестович Олексій,4
2022-05-15,Подоляк Михайло,3
2022-05-15,Кулеба Дмитро,2
2022-05-15,Кличко Віталій,1
2022-05-16,Зеленський Володимир,16
2022-05-16,Арестович Олексій,7
2022-05-16,Подоляк Михайло,1
2022-05-16,Прокопенко Денис,1
2022-05-16,Кулеба Дмитро,4
2022-05-16,Порошенко Петро,1
2022-05-16,Залужний Валерій,1
2022-05-16,Железняк Ярослав,1
2022-05-16,Берлінська Марія,5
2022-05-17,Арестович Олексій,7
2022-05-17,Свириденко Юлія,3
2022-05-17,Зеленський Володимир,26
2022-05-17,Порошенко Петро,2
2022-05-17,Подоляк Михайло,4
2022-05-17,Тимошенко Юлія,1
2022-05-17,Білецький Андрій,1
2022-05-17,Кличко Віталій,1
2022-05-17,Верещук Ірина,3
2022-05-17,Железняк Ярослав,1
2022-05-17,Прокопенко Денис,1
2022-05-17,Берлінська Марія,1
2022-05-18,Зеленський Володимир,20
2022-05-18,Арестович Олексій,7
2022-05-18,Тимошенко Юлія,2
2022-05-18,Подоляк Михайло,5
2022-05-18,Малюк Василь,1
2022-05-18,Прокопенко Денис,1
2022-05-18,Порошенко Петро,1
2022-05-18,Свириденко Юлія,1
2022-05-18,Вілкул Олександр,1
2022-05-19,Подоляк Михайло,2
2022-05-19,Зеленський Володимир,25
2022-05-19,Тимошенко Юлія,2
2022-05-19,Арестович Олексій,4
2022-05-19,Залужний Валерій,1
2022-05-19,Свириденко Юлія,2
2022-05-19,Кім Віталій,1
2022-05-19,Порошенко Петро,1
2022-05-19,Железняк Ярослав,1
2022-05-19,Кулеба Дмитро,5
2022-05-20,Железняк Ярослав,4
2022-05-20,Зеленський Володимир,28
2022-05-20,Арестович Олексій,1
2022-05-20,Буданов Кирило,1
2022-05-20,Прокопенко Денис,5
2022-05-20,Кім Віталій,1
2022-05-20,Подоляк Михайло,1
2022-05-20,Малюк Василь,1
2022-05-20,Порошенко Петро,1
2022-05-20,Безугла Мар'яна,2
2022-05-20,Кулеба Дмитро,1
2022-05-20,Білецький Андрій,1
2022-05-21,Арестович Олексій,4
2022-05-21,Зеленський Володимир,30
2022-05-21,Притула Сергій,2
2022-05-21,Подоляк Михайло,4
2022-05-21,Арахамія Давид,2
2022-05-21,Кім Віталій,1
2022-05-21,Кличко Віталій,1
2022-05-21,Прокопенко Денис,1
2022-05-21,Безугла Мар'яна,1
2022-05-21,Порошенко Петро,1
2022-05-22,Зеленський Володимир,30
2022-05-22,Железняк Ярослав,6
2022-05-22,Подоляк Михайло,1
2022-05-22,Білецький Андрій,1
2022-05-22,Берлінська Марія,1
2022-05-22,Стерненко Сергій,1
2022-05-23,Порошенко Петро,15
2022-05-23,Арестович Олексій,7
2022-05-23,Зеленський Володимир,38
2022-05-23,Буданов Кирило,4
2022-05-23,Тимошенко Юлія,1
2022-05-23,Стерненко Сергій,1
2022-05-23,Свириденко Юлія,1
2022-05-23,Усик Олександр,1
2022-05-23,Бутусов Юрій,1
2022-05-24,Зеленський Володимир,23
2022-05-24,Арестович Олексій,7
2022-05-24,Тимошенко Юлія,1
2022-05-24,Буданов Кирило,7
2022-05-24,Гетманцев Данило,1
2022-05-24,Порошенко Петро,3
2022-05-24,Безугла Мар'яна,4
2022-05-24,Подоляк Михайло,3
2022-05-24,Кулеба Дмитро,1
2022-05-24,Прокопенко Денис,1
2022-05-24,Железняк Ярослав,1
2022-05-24,Залужний Валерій,1
2022-05-25,Зеленський Володимир,15
2022-05-25,Арестович Олексій,13
2022-05-25,Прокопенко Денис,3
2022-05-25,Порошенко Петро,7
2022-05-25,Яценюк Арсеній,7
2022-05-25,Разумков Дмитро,2
2022-05-25,Кличко Віталій,2
2022-05-25,Свириденко Юлія,1
2022-05-25,Кулеба Дмитро,1
2022-05-25,Верещук Ірина,1
2022-05-25,Притула Сергій,1
2022-05-26,Арестович Олексій,13
2022-05-26,Подоляк Михайло,3
2022-05-26,Зеленський Володимир,9
2022-05-26,Маркус Валерій,1
2022-05-26,Порошенко Петро,4
2022-05-26,Свириденко Юлія,1
2022-05-27,Бутусов Юрій,9
2022-05-27,Подоляк Михайло,2
2022-05-27,Порошенко Петро,14
2022-05-27,Безугла Мар'яна,3
2022-05-27,Арестович Олексій,9
2022-05-27,Зеленський Володимир,20
2022-05-27,Притула Сергій,1
2022-05-27,Кулеба Дмитро,2
2022-05-27,Кличко Віталій,1
2022-05-27,Умеров Рустем,6
2022-05-27,Стефанчук Руслан,1
2022-05-28,Арестович Олексій,10
2022-05-28,Вілкул Олександр,6
2022-05-28,Зеленський Володимир,24
2022-05-28,Порошенко Петро,18
2022-05-28,Подоляк Михайло,3
2022-05-28,Безугла Мар'яна,1
2022-05-29,Зеленський Володимир,19
2022-05-29,Вілкул Олександр,1
2022-05-29,Подоляк Михайло,3
2022-05-29,Арестович Олексій,1
2022-05-29,Верещук Ірина,1
2022-05-29,Порошенко Петро,15
2022-05-29,Усик Олександр,1
2022-05-29,Притула Сергій,2
2022-05-30,Зеленський Володимир,25
2022-05-30,Арестович Олексій,11
2022-05-30,Порошенко Петро,12
2022-05-30,Тимошенко Юлія,2
2022-05-30,Железняк Ярослав,2
2022-05-30,Кулеба Дмитро,1
2022-05-30,Кривонос Сергій,1
2022-05-30,Притула Сергій,1
2022-05-31,Зеленський Володимир,16
2022-05-31,Арестович Олексій,12
2022-05-31,Железняк Ярослав,2
2022-05-31,Притула Сергій,2
2022-05-31,Буданов Кирило,3
2022-05-31,Верещук Ірина,3
2022-05-31,Кулеба Дмитро,1
2022-05-31,Кличко Віталій,1
2022-05-31,Порошенко Петро,4
2022-05-31,Яценюк Арсеній,1
2022-05-31,Подоляк Михайло,1
2022-05-31,Тимошенко Юлія,1
2022-06-01,Кулеба Дмитро,1
2022-06-01,Зеленський Володимир,27
2022-06-01,Порошенко Петро,3
2022-06-01,Арестович Олексій,5
2022-06-01,Подоляк Михайло,1
2022-06-01,Притула Сергій,16
2022-06-02,Зеленський Володимир,6
2022-06-02,Арестович Олексій,10
2022-06-02,Кулеба Дмитро,1
2022-06-02,Терехов Ігор,1
2022-06-02,Кім Віталій,1
2022-06-02,Портніков Віталій,1
2022-06-02,Вілкул Олександр,1
2022-06-02,Безугла Мар'яна,1
2022-06-02,Бутусов Юрій,1
2022-06-02,Кличко Віталій,1
2022-06-03,Арестович Олексій,4
2022-06-03,Зеленський Володимир,13
2022-06-03,Подоляк Михайло,3
2022-06-03,Стефанчук Руслан,1
2022-06-03,Порошенко Петро,4
2022-06-03,Кім Віталій,1
2022-06-03,Арахамія Давид,2
2022-06-03,Железняк Ярослав,1
2022-06-03,Тимошенко Юлія,1
2022-06-03,Притула Сергій,1
2022-06-04,Зеленський Володимир,9
2022-06-04,Подоляк Михайло,2
2022-06-04,Стефанчук Руслан,4
2022-06-04,Арестович Олексій,6
2022-06-04,Залужний Валерій,1
2022-06-04,Арахамія Давид,2
2022-06-04,Кулеба Дмитро,1
2022-06-05,Зеленський Володимир,18
2022-06-05,Арестович Олексій,2
2022-06-05,Кулеба Дмитро,1
2022-06-05,Тимошенко Юлія,2
2022-06-05,Кличко Віталій,3
2022-06-05,Гетманцев Данило,1
