username,total_posts,total_views,political_posts,electoral_posts,military_posts,economy_posts,religion_posts,international_posts,political_views,electoral_views,military_views,economy_views,religion_views,international_views
typicalnadvirna,6,9735,0,0,0,0,0,0,0,0,0,0,0,0
typicaltroeschina,77,296780,0,0,0,0,0,0,0,0,0,0,0,0
typicalvoronezh,133,12985160,0,0,0,0,0,0,0,0,0,0,0,0
typicalwro,11,44980,0,0,0,0,0,0,0,0,0,0,0,0
typkra,31,8546,0,0,0,0,0,0,0,0,0,0,0,0
typoanapa,16,40022,0,0,0,0,0,0,0,0,0,0,0,0
typodar,54,534810,2,0,0,0,0,0,11180,0,0,0,0,0
typova_der,20,78400,0,0,0,0,0,0,0,0,0,0,0,0
typove_dubno,150,1368370,10,0,0,0,2,0,89030,0,0,0,18740,0
tyrasbaibak,2,5600,0,0,0,0,0,0,0,0,0,0,0,0
tyumen1,37,186724,0,0,0,0,0,0,0,0,0,0,0,0
tyumen_only,25,23566,0,0,0,0,0,0,0,0,0,0,0,0
tyumen_region72,38,72238,1,0,0,0,0,0,937,0,0,0,0,0
tyumen_time72,51,86002,0,0,0,0,0,0,0,0,0,0,0,0
tyumentimes,2,59,0,0,0,0,0,0,0,0,0,0,0,0
tyva_tgnews,54,743690,1,0,0,0,0,0,18200,0,0,0,0,0
tzarstvo27,32,208270,0,0,0,0,0,0,0,0,0,0,0,0
tzdjournal,20,17331,0,0,0,0,0,0,0,0,0,0,0,0
tzon2020,5,2374,0,0,0,0,0,0,0,0,0,0,0,0
u_kvartal,1,4000,0,0,0,0,0,0,0,0,0,0,0,0
u_now,10835,1892735601,258,2,8,69,11,0,43426000,333000,1205100,12606000,1840000,0
u_now_ua,33,18740,0,0,0,0,0,0,0,0,0,0,0,0
u_pulatoff,19,93791,0,0,0,0,0,0,0,0,0,0,0,0
ua_dshv,26,169970,0,0,0,0,0,0,0,0,0,0,0,0
ua_freedom,1,1610,0,0,0,0,0,0,0,0,0,0,0,0
ua_inf,149,74717,1,0,0,2,0,0,394,0,0,1087,0,0
ua_newslive,27,118060,8,0,0,0,0,0,31990,0,0,0,0,0
ua_novina,12,6695,1,0,0,0,0,0,542,0,0,0,0,0
ua_talk,26,97700,0,0,0,0,0,0,0,0,0,0,0,0
ua_tribunal,132,626200,7,0,3,0,0,0,37020,0,15210,0,0,0
uacomics,2,1364,0,0,0,0,0,0,0,0,0,0,0,0
uaeeventscalendar,30,42663,0,0,0,0,0,0,0,0,0,0,0,0
uaegeneralnews,25,106660,0,0,0,0,0,0,0,0,0,0,0,0
uafukraine,11,54760,0,0,0,0,0,0,0,0,0,0,0,0
uagirlsinpoland,14,11502,0,0,0,0,0,0,0,0,0,0,0,0
uaguard,2,48,0,0,0,0,0,0,0,0,0,0,0,0
uanewsstream,21,11200,0,0,0,0,0,0,0,0,0,0,0,0
uanimalsorg,44,74653,0,0,0,0,0,0,0,0,0,0,0,0
uaobozrevatel,1019,11524285,17,0,0,0,1,0,187150,0,0,0,10900,0
uaonlinenews,3,52,0,0,0,0,0,0,0,0,0,0,0,0
uatv_news,6,9880,0,0,0,0,0,0,0,0,0,0,0,0
uawarinfographics,31,108610,0,0,0,0,0,0,0,0,0,0,0,0
ubezhishe_mrzlk,13,28340,0,0,0,0,0,0,0,0,0,0,0,0
ubkbeach,1,525,0,0,0,0,0,0,0,0,0,0,0,0
ubobra,32,465220,0,0,0,0,0,0,0,0,0,0,0,0
uchkoprik_uchkoprikliklar,4,3595,0,0,0,0,0,0,0,0,0,0,0,0
uchquduq_tumani_axborot_xizmati,39,30270,0,0,0,0,0,0,0,0,0,0,0,0
uchtepahokimligi,57,83165,0,0,0,0,0,0,0,0,0,0,0,0
uchtochka,8,12948,0,0,0,0,0,0,0,0,0,0,0,0
uchzamon,1,205,0,0,0,0,0,0,0,0,0,0,0,0
ucupcake,1,174,0,0,0,0,0,0,0,0,0,0,0,0
udianskyi,4,24400,0,0,0,0,0,0,0,0,0,0,0,0
udm_info,9,11726,0,0,0,0,0,0,0,0,0,0,0,0
udmprotivcor,8,12859,0,0,0,0,0,0,0,0,0,0,0,0
udmurt_gov,2,6520,0,0,0,0,0,0,0,0,0,0,0,0
udmurtia_tgnews,54,729400,0,0,0,0,0,0,0,0,0,0,0,0
udmurtiarocks,25,60693,0,0,0,0,0,0,0,0,0,0,0,0
udobnyi,4,2846,0,0,0,0,0,0,0,0,0,0,0,0
udodmaksim,2,588,0,0,0,0,0,0,0,0,0,0,0,0
udoliart,1,425,0,0,0,0,0,0,0,0,0,0,0,0
ueex_electric_energy,2,1212,0,0,0,0,0,0,0,0,0,0,0,0
ufa1news,31,111009,0,0,0,0,0,0,0,0,0,0,0,0
ufa_rb,1374,60826297,6,0,0,1,0,0,273599,0,0,32700,0,0
ufacityinfo,93,225295,0,0,0,0,0,0,0,0,0,0,0,0
ufadays,13,14681,0,0,0,0,0,0,0,0,0,0,0,0
ufasobakaru,8,7269,0,0,0,0,0,0,0,0,0,0,0,0
ufatop1,15,56415,0,0,0,0,0,0,0,0,0,0,0,0
ufmsmsk,33,496370,0,0,0,0,0,0,0,0,0,0,0,0
ufoops,3,3900,0,0,0,0,0,0,0,0,0,0,0,0
ugilua,18,29370,0,0,0,0,0,0,0,0,0,0,0,0
uglegorsknews,30,231738,1,0,0,0,0,0,10100,0,0,0,0,0
ugofuoco,4,142800,0,0,0,0,0,0,0,0,0,0,0,0
ugrumochnaya,6,305,0,0,0,0,0,0,0,0,0,0,0,0
uhovsergei,4,1272,0,0,0,0,0,0,0,0,0,0,0,0
uiamp,9,8445,5,0,0,0,0,0,4427,0,0,0,0,0
uicgroup,7,12570,0,0,0,0,0,0,0,0,0,0,0,0
uifuture,4,11430,0,0,0,0,0,0,0,0,0,0,0,0
ukbreaking,20,1499,0,0,0,0,0,0,0,0,0,0,0,0
uklon_kyiv,23,654500,0,0,0,0,0,0,0,0,0,0,0,0
ukol_z,30,146380,0,0,0,0,0,0,0,0,0,0,0,0
ukr24_7,84,872343,1,0,0,0,0,0,13800,0,0,0,0,0
ukr_dopomoga,56,565240,0,0,0,1,0,0,0,0,0,11400,0,0
ukr_emigration,21,14581,0,0,0,0,0,0,0,0,0,0,0,0
ukr_finance,42,75,0,0,0,0,0,0,0,0,0,0,0,0
ukr_help,34,46277,3,0,0,0,0,0,3447,0,0,0,0,0
ukr_informant,16,72170,0,0,0,0,0,0,0,0,0,0,0,0
ukr_leaks,1989,22110302,26,0,0,7,1,0,284510,0,0,70520,12300,0
ukr_leaks_de,13,32270,0,0,0,0,0,0,0,0,0,0,0,0
ukr_leaks_eng,23,38213,0,0,0,0,0,0,0,0,0,0,0,0
ukr_leaks_esp,20,10902,0,0,0,0,0,0,0,0,0,0,0,0
ukr_leaks_srb,19,32996,0,0,0,0,0,0,0,0,0,0,0,0
ukr_now_ua,20,1472,0,0,0,0,0,0,0,0,0,0,0,0
ukr_oper,15,8663,0,0,0,0,0,0,0,0,0,0,0,0
ukr_pravda,50,224020,14,0,0,2,0,0,66840,0,0,10370,0,0
ukr_sof,44,2402310,2,0,0,0,0,0,26030,0,0,0,0,0
ukr_true,21,8371,0,0,0,0,0,0,0,0,0,0,0,0
ukr_yad,29,66547,0,0,0,0,0,0,0,0,0,0,0,0
ukraina_novosti,1103,169461210,13,0,0,1,0,0,1829900,0,0,156300,0,0
ukrainanenka,27,14598,0,0,0,0,0,0,0,0,0,0,0,0
ukrainanovosti,56,321830,0,0,0,0,0,0,0,0,0,0,0,0
ukrainanovyny,30,9740,2,0,0,0,0,0,1974,0,0,0,0,0
ukraine1TOP,21,79248,0,0,0,0,0,0,0,0,0,0,0,0
ukraine366,19,7288,1,0,0,0,0,0,341,0,0,0,0,0
ukraine_golovne,6,294,0,0,0,0,0,0,0,0,0,0,0,0
ukraine_in_poland,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraine_news_censornet,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraineindustrial,16,14714,0,0,0,0,0,0,0,0,0,0,0,0
ukraineneveragain,18,83909,0,0,0,0,0,0,0,0,0,0,0,0
ukrainenewslivee,47,49573,3,0,0,0,0,0,3422,0,0,0,0,0
ukrainepoland,9,5738,0,0,0,0,0,0,0,0,0,0,0,0
ukrainesosua,35,13446,0,0,0,0,0,0,0,0,0,0,0,0
ukrainetopnews,60,344430,3,0,0,0,0,0,21870,0,0,0,0,0
ukrainetv,6,3665,0,0,0,0,0,0,0,0,0,0,0,0
ukrainianIdentitarianism,12,18717,0,0,0,0,1,0,0,0,0,0,1750,0
ukrainian_city,1,253,0,0,0,0,0,0,0,0,0,0,0,0
ukrainian_guide,39,143521,0,0,0,0,0,0,0,0,0,0,0,0
ukrainian_navy,22,20783,0,0,0,0,0,0,0,0,0,0,0,0
ukrainiankod,87,2253,0,0,0,1,1,0,0,0,0,30,28,0
ukrainiannovosty,46,80273,0,0,0,0,0,0,0,0,0,0,0,0
ukrainians_nl,13,65270,0,0,0,0,0,0,0,0,0,0,0,0
ukrainkainfo,1,1070,0,0,0,0,0,0,0,0,0,0,0,0
ukrainskinovosti,44,70981,1,0,0,0,0,0,2420,0,0,0,0,0
ukralnehere,39,20576,7,0,0,0,0,0,4365,0,0,0,0,0
ukranewscom,20,13660,0,0,0,0,0,0,0,0,0,0,0,0
ukrayinci,2,4030,0,0,0,0,0,0,0,0,0,0,0,0
ukrazom,5,31780,0,0,0,0,0,0,0,0,0,0,0,0
ukrbavovna,1428,250365999,5,0,1,4,0,0,690000,0,168000,650000,0,0
ukrchan,36,202464,2,0,0,0,0,0,7070,0,0,0,0,0
ukrgc_ua,28,54234,0,0,0,0,0,0,0,0,0,0,0,0
ukrinform_news,72,378781,2,0,0,0,0,0,12550,0,0,0,0,0
ukrinformator,3619,136112689,58,0,1,27,1,0,2067200,0,35300,1056500,35500,0
ukrlifenews,44,663140,1,0,0,0,0,0,11700,0,0,0,0,0
ukrmedjournal,21,53850,1,0,0,0,0,0,2130,0,0,0,0,0
ukrnastup,1566,36532910,12,0,0,5,5,0,316100,0,0,83010,113100,0
ukronline,15,6061,0,0,0,0,0,0,0,0,0,0,0,0
ukropernews,49,320018,0,0,0,0,0,0,0,0,0,0,0,0
ukropi,16,9056,0,0,0,0,0,0,0,0,0,0,0,0
ukrposhta_news,25,246330,0,0,0,0,0,0,0,0,0,0,0,0
ukrpravda_news,3562,145987149,131,0,1,11,4,0,5878000,0,42800,479900,172000,0
ukrzaliznytca,2,0,0,0,0,0,0,0,0,0,0,0,0,0
uksatse_official,25,64215,1,0,0,0,0,0,2270,0,0,0,0,0
ulanude_news,18,2806,0,0,0,0,0,0,0,0,0,0,0,0
uliana_0,16,93260,0,0,0,0,0,0,0,0,0,0,0,0
ulkompr,17,18224,0,0,0,0,0,0,0,0,0,0,0,0
ulllyashaa,1,1390,0,0,0,0,0,0,0,0,0,0,0,0
ulpatriot,33,280780,0,0,0,0,0,0,0,0,0,0,0,0
ulpravda,10,4557,0,0,0,0,0,0,0,0,0,0,0,0
ulpressa,41,336461,0,0,0,0,0,0,0,0,0,0,0,0
ulprimenews,19,3144,0,0,0,0,0,0,0,0,0,0,0,0
ultimaoramd,20,47092,0,0,0,0,0,0,0,0,0,0,0,0
ultimativewahrheit,4,1442,0,0,0,0,0,0,0,0,0,0,0,0
ultimora,140,11017100,0,0,0,0,0,0,0,0,0,0,0,0
ultimora24,19,534780,0,0,0,0,0,0,0,0,0,0,0,0
ulusmedia,512,1057097,4,0,0,0,0,0,41010,0,0,0,0,0
ulyanova_zdes,5,2809,0,0,0,0,0,0,0,0,0,0,0,0
ulysmediatg,46,126620,2,0,0,0,0,0,7230,0,0,0,0,0
umalatovamr,14,26682,0,0,0,0,0,0,0,0,0,0,0,0
uman_help_info,5,334,0,0,0,0,0,0,0,0,0,0,0,0
umar_kremlev,31,2061470,0,0,0,0,1,0,0,0,0,0,3370,0
umvd70,28,32464,0,0,0,0,0,0,0,0,0,0,0,0
umyarovabrand,2,474,0,0,0,0,0,0,0,0,0,0,0,0
unNotreMonde,33,71459,0,0,0,0,0,0,0,0,0,0,0,0
un_rezerv,27,141830,0,0,0,0,0,0,0,0,0,0,0,0
unblogd,21,387150,0,0,0,0,0,0,0,0,0,0,0,0
unc1424,1,1050,0,0,0,0,0,0,0,0,0,0,0,0
unc365,34,14508,1,0,0,0,0,0,359,0,0,0,0,0
unclebjorn,2,7100,1,0,0,0,0,0,5300,0,0,0,0,0
uncomfortable_truth,45,331610,4,0,0,0,0,0,31970,0,0,0,0,0
uncut_news,709,10324379,0,0,0,0,0,0,0,0,0,0,0,0
undergrnews,28,31326,0,0,0,0,0,0,0,0,0,0,0,0
underground_youtube,44,323240,0,0,0,0,0,0,0,0,0,0,0,0
underside_org,33,14100900,3,0,0,0,0,0,1244000,0,0,0,0,0
unhcr_help_che,36,381380,0,0,0,0,0,0,0,0,0,0,0,0
unhcr_help_dnipro,35,1297650,0,0,0,0,0,0,0,0,0,0,0,0
unhcr_help_kharkiv,22,245439,1,0,0,0,0,0,15900,0,0,0,0,0
uniannet,15432,3733402921,379,0,1,67,14,2,89777300,0,331400,16570000,3257500,407000
unikador,17,10270,0,0,0,0,0,0,0,0,0,0,0,0
unionDisidente,31,33475,0,0,0,0,0,0,0,0,0,0,0,0
unipage_study_abroad,10,43890,2,0,0,0,0,0,4870,0,0,0,0,0
uniqe_ya,2,24650,0,0,0,0,0,0,0,0,0,0,0,0
unisolidarity,1,1700,0,0,0,0,0,0,0,0,0,0,0,0
unitedforukraine2022,18,17671,0,0,0,0,0,0,0,0,0,0,0,0
unitedwithua,9,57730,0,0,0,0,0,0,0,0,0,0,0,0
universalsentinelsinblack,51,18433,0,0,0,0,0,0,0,0,0,0,0,0
unpleasent,344,61393500,1,0,0,0,0,0,154000,0,0,0,0,0
unrealskaska,7,12660,0,0,0,0,0,0,0,0,0,0,0,0
unsanctioned,1,665,0,0,0,0,0,0,0,0,0,0,0,0
unzAT,22,15690,0,0,0,0,0,0,0,0,0,0,0,0
up74ru,6,202,0,0,0,0,0,0,0,0,0,0,0,0
upravdom_channel,11,58670,1,0,0,0,0,0,8850,0,0,0,0,0
upravlyaus,4,214100,0,0,0,0,0,0,0,0,0,0,0,0
upsc_polity_notes_psir_optional,47,345157,0,0,0,0,0,0,0,0,0,0,0,0
ural56ru,76,2426600,0,0,0,0,0,0,0,0,0,0,0,0
uraldailyPeZerV,1,325,0,0,0,0,0,0,0,0,0,0,0,0
uralevery_news,27,13773,0,0,0,0,0,0,0,0,0,0,0,0
urallive,9,5275,0,0,0,0,0,0,0,0,0,0,0,0
uralmashekb,30,94626,0,0,0,0,0,0,0,0,0,0,0,0
uralmeridian,3,171,0,0,0,0,0,0,0,0,0,0,0,0
uralsk404,38,105120,0,0,0,0,0,0,0,0,0,0,0,0
uralskweek_kz,22,47581,1,0,0,0,0,0,2770,0,0,0,0,0
uralskweek_official,1,254,0,0,0,0,0,0,0,0,0,0,0,0
uranews,3189,163498760,59,0,0,7,0,0,2978500,0,0,459900,0,0
urasingapore,12,21590,0,0,0,0,0,0,0,0,0,0,0,0
urban_blog,39,1768,0,0,0,0,0,0,0,0,0,0,0,0
urbanvdktg,8,13142,0,0,0,0,0,0,0,0,0,0,0,0
urcellardoor,4,3467,0,0,0,0,0,0,0,0,0,0,0,0
urd_news,48,289274,0,0,0,0,0,0,0,0,0,0,0,0
urengoi_chp,27,53126,0,0,0,0,0,0,0,0,0,0,0,0
urganchtransgaz_info,1,847,0,0,0,0,0,0,0,0,0,0,0,0
urgutonline,4,18820,0,0,0,0,0,0,0,0,0,0,0,0
uristAntonDolgih,32,200716,1,0,0,0,0,0,2850,0,0,0,0,0
url_mash,65,898050,0,0,0,0,0,0,0,0,0,0,0,0
urmia_iribnews,4,1177,0,0,0,0,0,0,0,0,0,0,0,0
urmia_job,27,21357,0,0,0,0,0,0,0,0,0,0,0,0
urmiamunicipality,10,1742,0,0,0,0,0,0,0,0,0,0,0,0
urmianews,20,49215,0,0,0,0,0,0,0,0,0,0,0,0
urnanews,130,117934,0,0,0,0,0,0,0,0,0,0,0,0
ursymbol,3,2113,0,0,0,0,0,0,0,0,0,0,0,0
ururukatrin,1,9420,0,0,0,0,0,0,0,0,0,0,0,0
urzvt,25,230100,1,0,0,0,0,0,10200,0,0,0,0,0
usachevruslan,98,10671400,0,0,0,0,0,0,0,0,0,0,0,0
usadbavin,8,7193,0,0,0,0,0,0,0,0,0,0,0,0
usamigrant,3,0,0,0,0,0,0,0,0,0,0,0,0,0
usaperiodical,21,127660,0,0,0,0,0,0,0,0,0,0,0,0
ushakovakseniaa,11,10764,0,0,0,0,0,0,0,0,0,0,0,0
ushanka05,43,108203,0,0,0,0,0,0,0,0,0,0,0,0
ushkiklichko,35,237990,3,0,0,0,0,0,27150,0,0,0,0,0
ushkinamokushke,20,130060,0,0,0,0,0,0,0,0,0,0,0,0
usionline,20,9899,0,0,0,0,0,0,0,0,0,0,0,0
usipechorina,15,73410,0,0,0,0,0,0,0,0,0,0,0,0
uslugiSilifkeTasucu,7,10095,0,0,0,0,0,0,0,0,0,0,0,0
usmanovakaterina,40,2605600,0,0,0,0,0,0,0,0,0,0,0,0
usovpavel,30,62311,0,0,0,0,0,0,0,0,0,0,0,0
uspexvmeste,25,31677,0,0,0,0,0,0,0,0,0,0,0,0
ussrchaosss,4,3620,0,0,0,0,0,0,0,0,0,0,0,0
ussuriysk_sluh,50,658400,0,0,0,0,0,0,0,0,0,0,0,0
ussuriysk_sobitie,50,648500,0,0,0,0,0,0,0,0,0,0,0,0
ussurmedianews,119,574284,3,0,0,0,0,0,20350,0,0,0,0,0
ust_social,12,2910,0,0,0,0,0,0,0,0,0,0,0,0
ustabor,2,3740,0,0,0,0,0,0,0,0,0,0,0,0
ustanisrbine1,9,7303,0,0,0,0,0,0,0,0,0,0,0,0
ustkurdym,4,1782,0,0,0,0,0,0,0,0,0,0,0,0
usvoterfraud,32,4971,0,0,0,0,0,0,0,0,0,0,0,0
usyarshaulova,1,206,0,0,0,0,0,0,0,0,0,0,0,0
usywilly,19,328760,0,0,0,0,0,0,0,0,0,0,0,0
usznar,8,23930,0,0,0,0,0,0,0,0,0,0,0,0
utamusic_telegram,35,305400,0,0,0,0,0,0,0,0,0,0,0,0
utcan,20,24697,0,0,0,0,0,0,0,0,0,0,0,0
utdarm,11,12210,0,0,0,0,0,0,0,0,0,0,0,0
utiashevaliasan,71,1218120,1,0,0,0,0,0,19600,0,0,0,0,0
utommi,32,84155,1,0,0,0,0,0,3260,0,0,0,0,0
utopiyaproject,42,327960,1,0,0,0,0,0,21000,0,0,0,0,0
utrodagesta,27,62,4,0,0,0,0,0,8,0,0,0,0,0
utrofevralia,20,17469,0,0,0,0,0,0,0,0,0,0,0,0
utusanborneoonlinetelegram,220,13277,0,0,0,0,0,0,0,0,0,0,0,0
utvufa,15,15116,0,0,0,0,0,0,0,0,0,0,0,0
utyrka,23,233240,0,0,0,0,0,0,0,0,0,0,0,0
uud65,19,11884,0,0,0,0,0,0,0,0,0,0,0,0
uuee_aprch,7,7480,0,0,0,0,0,0,0,0,0,0,0,0
uusaldanru,2,104,0,0,0,0,0,0,0,0,0,0,0,0
uvaga_skhid,235,251664,0,0,0,0,0,0,0,0,0,0,0,0
uvao_inferno,2,2022,0,0,0,0,0,0,0,0,0,0,0,0
uvaotrends,2,33,0,0,0,0,0,0,0,0,0,0,0,0
uvarkina_evgenia,25,68638,1,0,0,0,0,0,309,0,0,0,0,0
uvd_vitebsk,7,1957,0,0,0,0,0,0,0,0,0,0,0,0
uwedsc,2,3560,0,0,0,0,0,0,0,0,0,0,0,0
uychihokimligi,39,67987,0,0,0,0,0,0,0,0,0,0,0,0
uz24news_ru,3,463,0,0,0,0,0,0,0,0,0,0,0,0
uza_uz,1190,5961419,1,0,0,0,0,0,2260,0,0,0,0,0
uzace,11,6834,0,0,0,0,0,0,0,0,0,0,0,0
uzagroministry,10,12763,0,0,0,0,0,0,0,0,0,0,0,0
uzaoms,1,2,0,0,0,0,0,0,0,0,0,0,0,0
uzauz,35,220016,0,0,0,0,0,0,0,0,0,0,0,0
uzauzrus,18,1208,0,0,0,0,0,0,0,0,0,0,0,0
uzaxborot,12,114620,0,0,0,0,0,0,0,0,0,0,0,0
uzb_tafakkur,1,8180,0,0,0,0,0,0,0,0,0,0,0,0
uzbbenelux,40,15853,0,0,0,0,0,0,0,0,0,0,0,0
uzbek_yurist,1,45,0,0,0,0,0,0,0,0,0,0,0,0
uzbekembassykorea,5,4038,0,0,0,0,0,0,0,0,0,0,0,0
uzbekiston24_zamonuz_ozbekiston,340,4162959,0,0,0,0,0,0,0,0,0,0,0,0
uzbekmfa,3,2109,0,0,0,0,0,0,0,0,0,0,0,0
uzbekretail,36,52915,3,0,0,0,0,0,3920,0,0,0,0,0
uzbgtl,10,19026,0,0,0,0,0,0,0,0,0,0,0,0
uzbhub,35,578500,0,0,0,0,0,0,0,0,0,0,0,0
uzbnorma,21,9984,0,0,0,0,0,0,0,0,0,0,0,0
uzbprokuratura,5,43240,0,0,0,0,0,0,0,0,0,0,0,0
uzbyuksalish,1,708,0,0,0,0,0,0,0,0,0,0,0,0
uzelsv,1555,37418243,18,0,0,3,0,0,423100,0,0,102000,0,0
uzelsvjazi,10,13637,0,0,0,0,0,0,0,0,0,0,0,0
uzglobaltv,20,53321,0,0,0,0,0,0,0,0,0,0,0,0
uzgydromet,45,45085,0,0,0,0,0,0,0,0,0,0,0,0
uzh_kraj,73,885714,1,0,0,0,0,0,14300,0,0,0,0,0
uzhrada,5,6408,0,0,0,0,0,0,0,0,0,0,0,0
uzhukova,49,868080,0,0,0,0,0,0,0,0,0,0,0,0
uzimizniki_uz,1,7,0,0,0,0,0,0,0,0,0,0,0,0
uzjmcu,1,3,0,0,0,0,0,0,0,0,0,0,0,0
uzlidep,34,57138,0,0,0,0,0,0,0,0,0,0,0,0
uzmdk,1680,134490539,14,0,0,0,0,0,1194000,0,0,0,0,0
uzmdk2,51,210050,1,0,0,0,0,0,4060,0,0,0,0,0
uznaa_bitca,10,17026,0,0,0,0,0,0,0,0,0,0,0,0
uznaypravdu,1,654,0,0,0,0,0,0,0,0,0,0,0,0
uznews,74,1552060,0,0,0,0,0,0,0,0,0,0,0,0
uznewsdigest,25,189880,0,0,0,0,0,0,0,0,0,0,0,0
uznewsuzb,20,46222,0,0,0,0,0,0,0,0,0,0,0,0
uznex,1,62800,0,0,0,0,0,0,0,0,0,0,0,0
uzstataxborot,2,574,0,0,0,0,0,0,0,0,0,0,0,0
uzsuvtoshshahar,1,1500,0,0,0,0,0,0,0,0,0,0,0,0
uztsuz,3,2136,0,0,0,0,0,0,0,0,0,0,0,0
uzxdpmk,2,2,0,0,0,0,0,0,0,0,0,0,0,0
v9utra,66,1110140,0,0,0,1,0,0,0,0,0,17300,0,0
vX3VTrgu6vxlZWVi,3,375,0,0,0,0,0,0,0,0,0,0,0,0
v_and_z,44,55299,1,0,0,0,0,0,1510,0,0,0,0,0
v_astane_officiall,34,146810,0,0,0,0,0,0,0,0,0,0,0,0
v_bonya,156,14404580,0,0,0,0,0,0,0,0,0,0,0,0
v_etot,16,0,0,0,0,0,0,0,0,0,0,0,0,0
v_kartukhin,1,4,0,0,0,0,0,0,0,0,0,0,0,0
v_kurse1,3,4049,0,0,0,0,0,0,0,0,0,0,0,0
v_novynskyi,17,178330,0,0,0,0,0,0,0,0,0,0,0,0
v_pastukhov,182,21848600,22,0,0,0,0,0,2806100,0,0,0,0,0
v_piterburge,67,173709,0,0,0,0,0,0,0,0,0,0,0,0
v_plt,22,34201,0,0,0,0,0,0,0,0,0,0,0,0
v_poime,11,8411,0,0,0,0,0,0,0,0,0,0,0,0
v_resin,3,2235,0,0,0,0,0,0,0,0,0,0,0,0
v_salde,17,24173,0,0,0,0,0,0,0,0,0,0,0,0
v_skripko,8,35939,0,0,0,0,0,0,0,0,0,0,0,0
v_sochi,5,25510,1,0,0,0,0,0,3950,0,0,0,0,0
v_tuapse,2,660,0,0,0,0,0,0,0,0,0,0,0,0
v_vlashchenko,17,23483,1,0,0,0,0,0,1530,0,0,0,0,0
vaccinationcovid,34,55824,4,0,0,0,0,0,6560,0,0,0,0,0
vaccinechoiceaustralia,31,25035,0,0,0,0,0,0,0,0,0,0,0,0
vadertatooine,27,75425,0,0,0,0,0,0,0,0,0,0,0,0
vadim_rabinovich,1,1,0,0,0,0,0,0,0,0,0,0,0,0
vadimedia,17,2903,0,0,0,0,0,0,0,0,0,0,0,0
vadimslusch,32,561650,0,0,0,0,0,0,0,0,0,0,0,0
vadimtokar,34,304970,0,0,0,0,0,0,0,0,0,0,0,0
vadkilo,18,7835,0,0,0,0,0,0,0,0,0,0,0,0
vadovskaya,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vafombase,28,67860,0,0,0,0,0,0,0,0,0,0,0,0
vaghayepoldokhtar1,6,3174,0,0,0,0,0,0,0,0,0,0,0,0
vagner_group,284,599982,3,0,1,0,0,0,5900,0,2480,0,0,0
vahedsyndica,18,28471,0,0,0,0,0,0,0,0,0,0,0,0
vakasamara,8,4303,1,0,0,0,0,0,1480,0,0,0,0,0
vakulinchuk,39,85042,0,0,0,0,0,0,0,0,0,0,0,0
val_channel,48,2539000,0,0,0,0,0,0,0,0,0,0,0,0
valdaiclub,20,19469,1,0,0,0,0,0,456,0,0,0,0,0
valdemarus,5,9770,0,0,0,0,0,0,0,0,0,0,0,0
valenciaonnnn,14,6158,0,0,0,0,0,0,0,0,0,0,0,0
valentinbogdanov,77,1546070,4,0,0,0,0,0,99300,0,0,0,0,0
valentynaeminova,35,400030,0,0,0,0,1,0,0,0,0,0,16800,0
valerierozov,6,26470,0,0,0,0,0,0,0,0,0,0,0,0
valerii_markus,54,4134299,0,0,0,0,0,0,0,0,0,0,0,0
valeriy_lavrow,11,3846,0,0,0,0,0,0,0,0,0,0,0,0
valeriyaofficial,47,336249,0,0,0,0,0,0,0,0,0,0,0,0
valerytsepkalo,21,15326,1,0,0,0,0,0,403,0,0,0,0,0
vallespaziale,32,74770,0,0,0,0,0,0,0,0,0,0,0,0
valsurvedomosti,13,365,0,0,0,0,0,0,0,0,0,0,0,0
valuspavluh,6,12510,0,0,0,0,0,0,0,0,0,0,0,0
valya_smoll,18,5928,0,0,0,0,0,0,0,0,0,0,0,0
valyaev,11,11142,0,0,0,0,0,0,0,0,0,0,0,0
vaneckavanushka,24,3020900,0,0,0,0,0,0,0,0,0,0,0,0
vanek_nikolaev,3316,2995472700,1,0,0,1,0,0,932400,0,0,1250000,0,0
vaniyannara,1,8150,0,0,0,0,0,0,0,0,0,0,0,0
vanyazabeygroop,14,15042,0,0,0,0,0,0,0,0,0,0,0,0
varaminpres,167,840233,0,0,0,0,0,0,0,0,0,0,0,0
varda_varda,1,713,0,0,0,0,0,0,0,0,0,0,0,0
vardan_voskanyan,20,55780,0,0,0,0,0,0,0,0,0,0,0,0
vardanchiks,8,12622,0,0,0,0,0,0,0,0,0,0,0,0
varenik_vpuze,2,224,0,0,0,0,0,0,0,0,0,0,0,0
varenikivtelege,31,294912,0,0,0,0,0,0,0,0,0,0,0,0
variantnews,80,2019960,6,0,0,0,0,0,151710,0,0,0,0,0
varjauletelaKANAL,5,32450,0,0,0,0,0,0,0,0,0,0,0,0
varlamov,283,73008800,8,0,0,3,0,0,2282200,0,0,821600,0,0
varlamov_news,6183,1933496800,91,0,0,12,2,0,27639800,0,0,3601100,732400,0
varlamovbrkng,4,82300,0,0,0,0,0,0,0,0,0,0,0,0
varmsu,33,91176,0,0,0,0,0,0,0,0,0,0,0,0
varshavka141,17,59100,0,0,0,0,0,0,0,0,0,0,0,0
varta1,150,1306509,3,0,0,0,1,0,33900,0,0,0,10400,0
